Vulnerability Type(s),Publish Date,Score
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
Exec Code Overflow,23/03/2016,9.3
DoS,23/03/2016,9.3
Exec Code Bypass,23/03/2016,9.3
Exec Code,23/03/2016,9.3
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
,23/03/2016,4.3
DoS Exec Code Mem. Corr.,23/03/2016,9.3
DoS Exec Code Mem. Corr.,23/03/2016,9.3
DoS,23/03/2016,2.1
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
DoS Exec Code Overflow Mem. Corr.,23/03/2016,10
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
Bypass,23/03/2016,7.2
DoS Exec Code Overflow Mem. Corr.,23/03/2016,6.8
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
DoS Exec Code Overflow Mem. Corr.,23/03/2016,9.3
DoS Exec Code Overflow Mem. Corr.,23/03/2016,7.2
DoS Exec Code Mem. Corr.,23/03/2016,9.3
DoS Overflow +Info,23/03/2016,2.1
XSS,23/03/2016,4.3
DoS Exec Code,23/03/2016,4.6
DoS +Info,23/03/2016,6.4
DoS +Info,23/03/2016,6.4
,23/03/2016,4.3
DoS,24/03/2016,6.8
DoS,24/03/2016,7.8
,24/03/2016,9.3
DoS,25/03/2016,3.5
DoS,25/03/2016,5.5
DoS,25/03/2016,7.8
DoS,25/03/2016,7.8
DoS,25/03/2016,7.8
DoS,25/03/2016,7.8
DoS,25/03/2016,7.1
XSS,25/03/2016,4.3
DoS Exec Code Overflow,28/03/2016,7.8
XSS,28/03/2016,3.5
,28/03/2016,6.9
DoS Overflow Mem. Corr.,28/03/2016,7.5
DoS,29/03/2016,9.3
,29/03/2016,7.2
Bypass,29/03/2016,2.1
DoS,29/03/2016,9.3
DoS Overflow,29/03/2016,9.3
DoS,29/03/2016,9.3
DoS,29/03/2016,9.3
DoS Overflow,29/03/2016,9.3
DoS Exec Code Overflow,30/03/2016,6.8
DoS Overflow,30/03/2016,6.8
DoS Overflow +Info,31/03/2016,6.4
DoS Overflow Mem. Corr.,31/03/2016,7.5
Bypass,31/03/2016,5
,01/04/2016,10
Dir. Trav.,01/04/2016,5
CSRF,01/04/2016,6.8
CSRF,01/04/2016,6.8
,01/04/2016,5
,05/04/2016,5
,05/04/2016,6.4
Exec Code,05/04/2016,7.5
,05/04/2016,4.3
,05/04/2016,4.3
Exec Code Overflow,05/04/2016,6.8
CSRF,05/04/2016,5.8
Bypass,05/04/2016,4
XSS,06/04/2016,4.3
XSS,06/04/2016,4.3
Exec Code Overflow,06/04/2016,4.3
DoS Exec Code Overflow,06/04/2016,4.3
Exec Code Overflow,06/04/2016,6.8
Exec Code,06/04/2016,6.9
,06/04/2016,5
DoS,06/04/2016,7.1
,06/04/2016,10
Exec Code,06/04/2016,9.3
Err:509,06/04/2016,5.5
CSRF,06/04/2016,6.8
XSS,06/04/2016,4.3
CSRF,06/04/2016,6.8
XSS,06/04/2016,4.3
CSRF,06/04/2016,6.8
XSS,06/04/2016,4.3
,06/04/2016,5
Bypass,06/04/2016,6.4
DoS,06/04/2016,7.8
DoS Overflow,06/04/2016,7.8
Dir. Trav.,07/04/2016,5
XSS,07/04/2016,4.3
DoS,07/04/2016,7.5
,07/04/2016,5
DoS Overflow,07/04/2016,5
DoS Overflow,07/04/2016,7.5
DoS Overflow Mem. Corr.,07/04/2016,1.9
DoS Exec Code Overflow Mem. Corr.,07/04/2016,7.5
XSS,07/04/2016,4.3
DoS Exec Code Overflow Mem. Corr.,07/04/2016,7.5
XSS,07/04/2016,4.3
Exec Code,07/04/2016,6.8
Http R.Spl. Bypass,07/04/2016,4.3
Exec Code,07/04/2016,7.5
Dir. Trav.,07/04/2016,5
,07/04/2016,5
DoS Exec Code Overflow,07/04/2016,6.9
,07/04/2016,5.8
,07/04/2016,6.9
DoS Exec Code,07/04/2016,10
,07/04/2016,9
Exec Code,07/04/2016,9
Bypass +Info CSRF,07/04/2016,7.5
,07/04/2016,5
Http R.Spl.,07/04/2016,4.3
Exec Code,07/04/2016,10
,07/04/2016,4.3
DoS Exec Code Overflow Mem. Corr.,07/04/2016,7.5
,07/04/2016,6.5
,07/04/2016,4.3
Bypass,08/04/2016,3.6
Bypass,08/04/2016,5
DoS,08/04/2016,5
DoS Mem. Corr.,08/04/2016,5
XSS,08/04/2016,4.3
DoS,08/04/2016,5
,08/04/2016,7.5
,08/04/2016,7.5
Exec Code,08/04/2016,7.5
Exec Code,08/04/2016,7.5
,08/04/2016,2.6
XSS,08/04/2016,4.3
Bypass,08/04/2016,5
Exec Code Overflow,08/04/2016,10
Exec Code Overflow,08/04/2016,10
XSS,08/04/2016,4.3
XSS,08/04/2016,4.3
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
Exec Code,08/04/2016,10
Bypass,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
Exec Code Overflow,08/04/2016,9.3
Exec Code,08/04/2016,9.3
Exec Code,08/04/2016,9.3
Exec Code,08/04/2016,9.3
,08/04/2016,7.2
Exec Code,08/04/2016,10
DoS Exec Code Overflow Mem. Corr.,08/04/2016,10
Exec Code,08/04/2016,10
Bypass,08/04/2016,10
CSRF,08/04/2016,6.8
,08/04/2016,2.1
DoS,08/04/2016,5
Exec Code,11/04/2016,10
DoS Exec Code Overflow Mem. Corr.,11/04/2016,9.3
Bypass,11/04/2016,3.3
DoS,11/04/2016,7.8
,11/04/2016,5.8
Exec Code Sql,11/04/2016,6.5
Exec Code Sql,11/04/2016,6.5
DoS Bypass +Info,11/04/2016,8.5
DoS Overflow,11/04/2016,2.1
,11/04/2016,7.2
DoS Exec Code Overflow Mem. Corr.,11/04/2016,10
Bypass,11/04/2016,5
,11/04/2016,6.4
,11/04/2016,5
XSS,11/04/2016,4.3
DoS Overflow,11/04/2016,4.9
DoS Exec Code,11/04/2016,9.3
,11/04/2016,9
Dir. Trav.,11/04/2016,4
,11/04/2016,5
Bypass,11/04/2016,6.5
XSS,11/04/2016,4.3
XSS,11/04/2016,4.3
Exec Code Sql,11/04/2016,7.5
Exec Code Dir. Trav.,11/04/2016,9
Exec Code Overflow,11/04/2016,10
Exec Code,11/04/2016,10
,11/04/2016,5
,11/04/2016,1.9
Bypass,11/04/2016,6.5
Exec Code,11/04/2016,9.3
,11/04/2016,7.5
Dir. Trav.,11/04/2016,1.9
,11/04/2016,5
,11/04/2016,6
DoS Overflow,11/04/2016,4.3
Bypass,11/04/2016,6.5
XSS,11/04/2016,4.3
,11/04/2016,5
DoS Overflow,11/04/2016,5
DoS Overflow,11/04/2016,5
DoS Overflow,11/04/2016,5
Dir. Trav.,12/04/2016,4
XSS,12/04/2016,4.3
DoS Exec Code Overflow,12/04/2016,10
DoS Overflow,12/04/2016,5
Exec Code,12/04/2016,10
Exec Code,12/04/2016,9
Exec Code Sql,12/04/2016,6.5
Exec Code,12/04/2016,6.8
,12/04/2016,5
,12/04/2016,6.8
,12/04/2016,8.5
,12/04/2016,6.4
Http R.Spl.,12/04/2016,4.3
Bypass,12/04/2016,5
,12/04/2016,5.8
,12/04/2016,5
Bypass,12/04/2016,6.5
DoS +Priv +Info,12/04/2016,7.2
DoS Overflow +Priv +Info,12/04/2016,7.2
DoS +Priv +Info,12/04/2016,7.2
,12/04/2016,7.2
DoS +Priv,12/04/2016,9
Exec Code,12/04/2016,7.5
,12/04/2016,5.8
XSS,12/04/2016,4.3
,12/04/2016,3.5
,12/04/2016,6.8
,12/04/2016,5.8
Exec Code,12/04/2016,6.8
XSS,12/04/2016,4.3
DoS,12/04/2016,5
,12/04/2016,5
,12/04/2016,9.4
,12/04/2016,2.6
Exec Code,12/04/2016,9
Bypass,12/04/2016,7.5
,12/04/2016,7.2
DoS Exec Code Overflow Mem. Corr.,12/04/2016,7.6
,12/04/2016,7.2
DoS Exec Code Overflow Mem. Corr.,12/04/2016,7.6
,12/04/2016,4.3
Bypass,12/04/2016,4.3
Exec Code +Priv,12/04/2016,7.2
DoS Exec Code Overflow Mem. Corr.,12/04/2016,7.6
Bypass,12/04/2016,4.3
DoS Exec Code Overflow Mem. Corr.,12/04/2016,7.6
DoS Exec Code Overflow Mem. Corr.,12/04/2016,7.6
DoS Exec Code Overflow Mem. Corr.,12/04/2016,7.6
DoS Exec Code Overflow Mem. Corr.,12/04/2016,7.6
Exec Code,12/04/2016,9.3
Err:509,12/04/2016,7.2
DoS,12/04/2016,7.8
Exec Code +Priv,12/04/2016,7.2
Exec Code,12/04/2016,9.3
Exec Code Overflow Mem. Corr.,12/04/2016,9.3
,12/04/2016,7.2
Exec Code Overflow Mem. Corr.,12/04/2016,9.3
Exec Code Overflow Mem. Corr.,12/04/2016,9.3
Overflow +Priv,12/04/2016,7.2
,12/04/2016,5.8
Exec Code Overflow Mem. Corr.,12/04/2016,9.3
Exec Code Overflow Mem. Corr.,12/04/2016,9.3
,12/04/2016,2.1
,12/04/2016,2.1
Exec Code,12/04/2016,7.2
,12/04/2016,4
XSS,12/04/2016,4.3
XSS,12/04/2016,4.3
Bypass,12/04/2016,4
XSS,12/04/2016,4.3
Overflow,13/04/2016,10
Exec Code,13/04/2016,10
DoS Exec Code Overflow,13/04/2016,6.8
DoS Exec Code Overflow,13/04/2016,9.3
,13/04/2016,4.3
Exec Code,13/04/2016,6.8
,13/04/2016,1.7
,13/04/2016,1.7
Exec Code,13/04/2016,6.8
Exec Code,13/04/2016,6.8
Exec Code,13/04/2016,7.2
DoS Overflow,13/04/2016,4.3
DoS,13/04/2016,7.8
Bypass,13/04/2016,6.5
XSS,13/04/2016,4.3
DoS Overflow,13/04/2016,4.3
DoS,13/04/2016,4.3
DoS +Info,13/04/2016,4
XSS,13/04/2016,3.5
,13/04/2016,2.1
Exec Code,13/04/2016,6.5
,13/04/2016,5
DoS Exec Code Overflow,13/04/2016,7.5
DoS Exec Code,13/04/2016,6.8
DoS,13/04/2016,7.1
DoS Overflow +Priv,13/04/2016,9.3
,13/04/2016,5
Exec Code,13/04/2016,7.5
,13/04/2016,4.3
DoS Overflow,13/04/2016,4.3
,13/04/2016,4
Overflow,13/04/2016,4.3
,13/04/2016,4.3
Overflow +Priv Mem. Corr.,13/04/2016,6.9
XSS,13/04/2016,4.3
DoS Overflow,13/04/2016,4.3
Exec Code,13/04/2016,7.5
DoS,13/04/2016,5
DoS Overflow,13/04/2016,4.3
Bypass,13/04/2016,4
DoS Exec Code Overflow,13/04/2016,7.5
DoS Overflow,13/04/2016,4.3
,13/04/2016,4
,14/04/2016,7.5
DoS,14/04/2016,5
XSS,14/04/2016,4.3
DoS,14/04/2016,5
DoS,14/04/2016,9
XSS,14/04/2016,4.3
XSS,14/04/2016,4.3
Exec Code Sql,14/04/2016,6.5
DoS Exec Code Overflow,14/04/2016,8
DoS,14/04/2016,4
XSS,14/04/2016,3.5
Bypass,14/04/2016,4.3
DoS,15/04/2016,2.1
XSS,15/04/2016,3.5
,15/04/2016,5
DoS Overflow,15/04/2016,5
DoS,15/04/2016,5
,15/04/2016,6.8
Overflow +Priv,15/04/2016,7.2
,15/04/2016,7.2
DoS,15/04/2016,7.8
,15/04/2016,4.3
,15/04/2016,7.2
DoS,15/04/2016,5
DoS,15/04/2016,7.8
DoS,15/04/2016,7.8
,15/04/2016,4.4
,15/04/2016,6.5
,15/04/2016,10
XSS,15/04/2016,3.5
Exec Code,15/04/2016,6.8
,15/04/2016,5
DoS Exec Code Overflow Mem. Corr.,15/04/2016,7.5
,17/04/2016,4.3
,17/04/2016,4.3
,17/04/2016,4.3
DoS,17/04/2016,7.1
Bypass,17/04/2016,6.6
,17/04/2016,9.3
Bypass,17/04/2016,6.6
,17/04/2016,9.3
Bypass +Info,17/04/2016,10
Overflow Bypass +Info,17/04/2016,10
Bypass +Info,17/04/2016,10
Bypass +Info,17/04/2016,10
,17/04/2016,7.1
DoS Mem. Corr.,17/04/2016,4.9
,17/04/2016,9.3
,17/04/2016,9.3
,17/04/2016,9.3
,17/04/2016,6.9
,17/04/2016,9.3
DoS Exec Code Overflow,17/04/2016,10
Bypass,17/04/2016,5.8
Overflow +Priv,17/04/2016,7.2
Bypass,17/04/2016,7.2
,17/04/2016,7.2
,17/04/2016,7.2
,17/04/2016,7.2
,17/04/2016,7.2
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Overflow Mem. Corr.,17/04/2016,10
DoS Exec Code Mem. Corr.,17/04/2016,10
,18/04/2016,2.1
Dir. Trav.,18/04/2016,4
XSS,18/04/2016,3.5
DoS,18/04/2016,6.8
,18/04/2016,7.2
DoS Overflow,18/04/2016,4.3
DoS,18/04/2016,5
DoS,18/04/2016,10
Bypass +Info,18/04/2016,4.3
,18/04/2016,4.3
Bypass,18/04/2016,5
DoS,18/04/2016,6.8
DoS,18/04/2016,4.3
DoS Overflow,18/04/2016,9.3
XSS,18/04/2016,4.3
DoS +Info,18/04/2016,5.8
DoS Exec Code Overflow,18/04/2016,9.3
,18/04/2016,7.2
Exec Code Sql,19/04/2016,6.5
DoS Overflow +Priv,19/04/2016,7.2
Exec Code Sql +Info,19/04/2016,4
DoS Overflow,19/04/2016,5
DoS,19/04/2016,4.3
DoS,19/04/2016,7.8
,19/04/2016,1.9
DoS,19/04/2016,4.3
,19/04/2016,2.1
Exec Code Overflow,19/04/2016,6.8
DoS Exec Code Overflow,19/04/2016,7.5
DoS Exec Code Overflow,20/04/2016,6.5
Bypass,20/04/2016,2.1
Exec Code,20/04/2016,7.5
Exec Code,20/04/2016,10
,20/04/2016,5
CSRF,20/04/2016,6.8
,20/04/2016,2.1
DoS Overflow,20/04/2016,4.3
Exec Code,20/04/2016,9.3
,20/04/2016,2.1
DoS Overflow,21/04/2016,4.3
,21/04/2016,6.4
,21/04/2016,4.9
,21/04/2016,4
,21/04/2016,5
,21/04/2016,4.9
,21/04/2016,4.3
,21/04/2016,5.5
,21/04/2016,4.9
,21/04/2016,4.3
,21/04/2016,9
,21/04/2016,7.6
,21/04/2016,7.6
,21/04/2016,2.6
,21/04/2016,10
,21/04/2016,4.3
,21/04/2016,7.2
,21/04/2016,4.3
XSS,21/04/2016,6.4
,21/04/2016,4.3
,21/04/2016,4.3
,21/04/2016,4.3
,21/04/2016,4.3
,21/04/2016,3.6
,21/04/2016,5.4
,21/04/2016,1.8
,21/04/2016,10
,21/04/2016,4.3
,21/04/2016,5
,21/04/2016,3.5
,21/04/2016,5
,21/04/2016,6.5
,21/04/2016,3.6
,21/04/2016,2.1
,21/04/2016,6.9
,21/04/2016,4.3
,21/04/2016,4.3
DoS Overflow,21/04/2016,5
,21/04/2016,2.1
,21/04/2016,8
,21/04/2016,7.8
XSS,21/04/2016,4.3
,21/04/2016,4.3
Http R.Spl.,21/04/2016,5
,21/04/2016,5
Exec Code Sql,21/04/2016,6.5
Bypass,21/04/2016,6.4
Exec Code Sql,21/04/2016,7.5
,21/04/2016,5
,21/04/2016,7.5
DoS Overflow,21/04/2016,7.8
Exec Code,21/04/2016,7.5
Exec Code,21/04/2016,10
Exec Code,21/04/2016,10
Exec Code,21/04/2016,10
Exec Code,21/04/2016,9.3
DoS,21/04/2016,7.8
DoS,21/04/2016,7.8
Exec Code Overflow,21/04/2016,10
DoS,21/04/2016,7.8
,21/04/2016,4.3
,21/04/2016,9.4
,21/04/2016,4.3
,21/04/2016,3.6
,21/04/2016,6.4
,21/04/2016,2.6
,21/04/2016,6.9
,21/04/2016,10
,21/04/2016,6.9
,21/04/2016,4
,21/04/2016,4
,21/04/2016,6.9
,21/04/2016,2.6
,21/04/2016,10
,21/04/2016,10
,21/04/2016,5.5
,21/04/2016,6.8
,21/04/2016,4
,21/04/2016,6.9
,21/04/2016,6.5
,21/04/2016,5.5
,21/04/2016,5.5
,21/04/2016,4.1
,21/04/2016,5
,21/04/2016,4
,21/04/2016,4.3
,21/04/2016,3.2
,21/04/2016,4.9
,21/04/2016,5
,21/04/2016,2.6
,21/04/2016,5.2
,21/04/2016,1.7
,21/04/2016,2.8
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,3.5
,21/04/2016,4
,21/04/2016,4
,21/04/2016,4
,21/04/2016,4
,21/04/2016,4
,21/04/2016,4
,21/04/2016,4
,21/04/2016,4.3
,21/04/2016,4.9
,21/04/2016,4.9
,21/04/2016,10
,21/04/2016,7.5
,21/04/2016,4.3
,21/04/2016,5.8
,21/04/2016,4.6
,21/04/2016,3.5
,21/04/2016,4.3
,21/04/2016,4
,21/04/2016,4.3
DoS Overflow,21/04/2016,7.8
,21/04/2016,5.8
DoS Overflow,22/04/2016,6.8
Exec Code,22/04/2016,6.8
Exec Code,22/04/2016,6.8
DoS,22/04/2016,4.3
DoS,22/04/2016,5
DoS,22/04/2016,5
Exec Code,22/04/2016,6.8
XSS,22/04/2016,4.3
,22/04/2016,6.5
,22/04/2016,2.1
XSS,22/04/2016,4.3
XSS,22/04/2016,4.3
XSS,22/04/2016,3.5
XSS,22/04/2016,3.5
,22/04/2016,4
,22/04/2016,4
Dir. Trav.,22/04/2016,6.5
XSS,22/04/2016,4.3
Exec Code,22/04/2016,9.3
,24/04/2016,4.3
,24/04/2016,4.3
,24/04/2016,5.8
,24/04/2016,4.3
,24/04/2016,4.3
,24/04/2016,4.3
DoS Exec Code,24/04/2016,4.3
DoS Overflow,25/04/2016,4.3
DoS Overflow,25/04/2016,4.3
DoS,25/04/2016,4.3
DoS Overflow,25/04/2016,4.3
DoS,25/04/2016,4.3
DoS Overflow,25/04/2016,4.3
DoS Overflow,25/04/2016,4.3
DoS,25/04/2016,4.3
DoS,25/04/2016,4.3
DoS,25/04/2016,4.3
Exec Code Overflow,25/04/2016,6.8
Overflow +Info,25/04/2016,4.3
DoS Exec Code Overflow,25/04/2016,6.8
DoS Exec Code Overflow,25/04/2016,6.8
DoS Overflow,25/04/2016,4.3
Exec Code,25/04/2016,6.8
,25/04/2016,5
Exec Code,25/04/2016,9
,25/04/2016,10
,25/04/2016,7.2
,25/04/2016,2.6
Http R.Spl.,25/04/2016,5
DoS Exec Code Overflow Mem. Corr.,26/04/2016,6.8
Exec Code,26/04/2016,10
Exec Code,26/04/2016,9.3
DoS Exec Code Overflow,26/04/2016,7.5
,26/04/2016,10
Bypass,27/04/2016,4.6
DoS,27/04/2016,2.1
DoS,27/04/2016,4.9
DoS Overflow +Priv Mem. Corr.,27/04/2016,7.2
DoS Overflow +Priv Mem. Corr.,27/04/2016,7.2
DoS,27/04/2016,4.9
DoS,27/04/2016,4.9
DoS Bypass,27/04/2016,4.9
DoS,27/04/2016,2.1
DoS,27/04/2016,4.9
DoS,27/04/2016,4.7
DoS,27/04/2016,4.7
DoS,27/04/2016,4.7
DoS,27/04/2016,4.7
DoS,27/04/2016,4.9
DoS,27/04/2016,4.9
,27/04/2016,2.1
DoS,27/04/2016,4.9
DoS,27/04/2016,6.9
,27/04/2016,2.1
,27/04/2016,4.4
XSS,27/04/2016,4.3
DoS +Priv,27/04/2016,5.6
DoS,27/04/2016,4
DoS,27/04/2016,4.9
DoS,27/04/2016,4.7
DoS,27/04/2016,7.2
DoS Exec Code,27/04/2016,10
DoS,27/04/2016,4.9
DoS,27/04/2016,4.9
,28/04/2016,7.2
,28/04/2016,4.3
,28/04/2016,5
DoS,30/04/2016,4.3
DoS,30/04/2016,4.3
DoS,30/04/2016,4.3
DoS Overflow,30/04/2016,4.3
DoS Overflow,30/04/2016,4.3
DoS Overflow,30/04/2016,4.3
DoS Overflow,30/04/2016,4.3
,30/04/2016,4.3
XSS,30/04/2016,4.3
Bypass,30/04/2016,4.3
Exec Code Overflow,30/04/2016,6.8
,30/04/2016,4.3
DoS Exec Code Overflow,30/04/2016,5.1
Exec Code,30/04/2016,6.8
Bypass,30/04/2016,4.3
,30/04/2016,5.8
DoS Exec Code Overflow,30/04/2016,5.1
DoS Exec Code Overflow Mem. Corr.,30/04/2016,10
DoS Exec Code Overflow Mem. Corr.,30/04/2016,10
DoS Exec Code Overflow Mem. Corr.,30/04/2016,10
DoS Exec Code Overflow Mem. Corr.,30/04/2016,10
DoS,30/04/2016,6.4
CSRF,30/04/2016,6.8
Bypass,30/04/2016,6.5
Bypass +Info,30/04/2016,5
Exec Code,30/04/2016,6.8
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
,02/05/2016,4.6
,02/05/2016,4.4
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
,02/05/2016,5
DoS,02/05/2016,7.8
DoS,02/05/2016,4.7
,02/05/2016,7.2
,02/05/2016,7.2
DoS,02/05/2016,1.9
DoS Overflow,02/05/2016,7.2
DoS,02/05/2016,5
DoS,02/05/2016,4.9
DoS Mem. Corr.,02/05/2016,7.2
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
,02/05/2016,2.1
DoS,02/05/2016,4.7
,02/05/2016,7.2
DoS,02/05/2016,4.9
DoS,02/05/2016,4.9
DoS,02/05/2016,2.1
Bypass,02/05/2016,3.6
DoS Overflow,02/05/2016,7.2
,02/05/2016,7.2
DoS,02/05/2016,4.9
DoS,02/05/2016,2.1
DoS,02/05/2016,7.8
,03/05/2016,4.3
Bypass,03/05/2016,6.5
,03/05/2016,4
XSS,03/05/2016,4.3
DoS Overflow +Info,04/05/2016,6.4
DoS,04/05/2016,7.8
DoS Exec Code Overflow Mem. Corr.,04/05/2016,10
,04/05/2016,2.6
DoS Overflow Mem. Corr.,04/05/2016,5
DoS Overflow Mem. Corr.,04/05/2016,5
,04/05/2016,5
DoS Mem. Corr.,05/05/2016,7.8
Bypass,05/05/2016,3
Exec Code Sql,05/05/2016,7.5
DoS,05/05/2016,4.3
,05/05/2016,4.3
,05/05/2016,7.1
,05/05/2016,4.3
,05/05/2016,5.8
Exec Code,05/05/2016,10
DoS,05/05/2016,4
Bypass,05/05/2016,4.9
DoS Overflow,05/05/2016,9.3
DoS +Priv,05/05/2016,7.2
,05/05/2016,5.8
Exec Code,05/05/2016,9
,05/05/2016,5
DoS,05/05/2016,7.8
DoS,05/05/2016,7.8
Err:509,06/05/2016,10
DoS Overflow,06/05/2016,7.8
DoS,06/05/2016,5
DoS Exec Code Overflow Mem. Corr.,06/05/2016,9.3
DoS Overflow,06/05/2016,10
,06/05/2016,2.1
Exec Code,06/05/2016,10
,07/05/2016,7.2
Exec Code,07/05/2016,6.5
Exec Code Sql,07/05/2016,7.5
XSS,07/05/2016,4.3
DoS,07/05/2016,8.5
,07/05/2016,4
Bypass,07/05/2016,7.5
XSS,07/05/2016,3.5
XSS,07/05/2016,3.5
Exec Code,07/05/2016,6.5
Exec Code Overflow,07/05/2016,6.8
Http R.Spl.,07/05/2016,5
XSS,07/05/2016,4.3
XSS,07/05/2016,4.3
,07/05/2016,10
,07/05/2016,4.3
Exec Code,07/05/2016,10
Exec Code,07/05/2016,10
DoS +Priv,09/05/2016,4.4
DoS,09/05/2016,5
Exec Code Sql,09/05/2016,10
Exec Code,09/05/2016,6.8
,09/05/2016,7.6
,09/05/2016,7.6
,09/05/2016,4.3
,09/05/2016,4.3
,09/05/2016,4.3
Bypass,09/05/2016,2.1
,09/05/2016,5.1
DoS,09/05/2016,7.1
,09/05/2016,7.6
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,7.6
,09/05/2016,7.6
,09/05/2016,7.6
,09/05/2016,7.6
,09/05/2016,7.6
,09/05/2016,7.6
,09/05/2016,9.3
Exec Code Overflow,09/05/2016,5.4
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
,09/05/2016,9.3
DoS Exec Code Overflow Mem. Corr.,09/05/2016,10
DoS Exec Code Overflow Mem. Corr.,09/05/2016,10
Bypass,09/05/2016,9.3
,09/05/2016,4.3
Bypass,09/05/2016,7.5
,09/05/2016,9.3
Overflow +Priv,09/05/2016,9.3
Overflow +Priv,09/05/2016,9.3
XSS,10/05/2016,4.3
DoS,10/05/2016,5
DoS,10/05/2016,5
Bypass,10/05/2016,5
,10/05/2016,5
Exec Code,10/05/2016,10
,10/05/2016,5.8
Exec Code,10/05/2016,7.5
XSS,10/05/2016,4.3
Exec Code Overflow Mem. Corr.,10/05/2016,9.3
,10/05/2016,7.2
,10/05/2016,7.2
Exec Code Overflow Mem. Corr.,10/05/2016,9.3
Bypass +Info,10/05/2016,2.6
DoS Exec Code Overflow Mem. Corr.,10/05/2016,7.6
DoS Exec Code Overflow Mem. Corr.,10/05/2016,7.6
DoS Exec Code Overflow Mem. Corr.,10/05/2016,7.6
,10/05/2016,2.1
DoS Exec Code Overflow Mem. Corr.,10/05/2016,7.6
Bypass,10/05/2016,9.3
DoS Exec Code Overflow Mem. Corr.,10/05/2016,7.6
DoS Exec Code Overflow Mem. Corr.,10/05/2016,7.6
Exec Code,10/05/2016,9.3
Exec Code,10/05/2016,9.3
Exec Code,10/05/2016,9.3
Exec Code Mem. Corr.,10/05/2016,9.3
Bypass,10/05/2016,2.1
,10/05/2016,7.2
Exec Code,10/05/2016,9.3
Exec Code,10/05/2016,9
,10/05/2016,7.2
Bypass +Info,10/05/2016,2.1
,10/05/2016,7.2
,10/05/2016,7.2
,10/05/2016,7.2
Exec Code,10/05/2016,9.3
,10/05/2016,4.3
,10/05/2016,4.3
Exec Code +Priv,10/05/2016,7.2
,10/05/2016,4.3
Exec Code Overflow Mem. Corr.,10/05/2016,9.3
Exec Code Overflow Mem. Corr.,10/05/2016,9.3
DoS Overflow,11/05/2016,4.4
DoS,11/05/2016,6.8
DoS,11/05/2016,6.8
DoS Overflow,11/05/2016,4.4
,11/05/2016,7.6
,11/05/2016,7.6
,11/05/2016,7.6
,11/05/2016,7.6
,11/05/2016,7.6
,11/05/2016,7.6
,11/05/2016,7.6
,11/05/2016,7.6
,11/05/2016,7.6
Exec Code,11/05/2016,10
,11/05/2016,7.2
DoS Exec Code Overflow Mem. Corr.,11/05/2016,10
DoS Exec Code Overflow Mem. Corr.,11/05/2016,10
DoS Exec Code Overflow Mem. Corr.,11/05/2016,10
Exec Code,11/05/2016,10
DoS Exec Code Overflow Mem. Corr.,11/05/2016,10
DoS Exec Code Overflow Mem. Corr.,11/05/2016,10
